farm_type,farm_name,season,boundary_descriptor,boundary_age,insect_key_number,new_insect_key_name,sum_of_insects_100_flowers,broad_insect_category,origin,boundary_alt
Arable,Marr,2023/24,Bare fence,NA,14,European blue blow fly,0,Non-bees,Exotic,Bare fence
Arable,Marr,2023/24,Bare fence,NA,15,European green blow fly,0,Non-bees,Exotic,Bare fence
Arable,Marr,2023/24,Bare fence,NA,16,NZ blue blow fly,0,Non-bees,Native,Bare fence
Arable,Marr,2023/24,Bare fence,NA,17,Pollenia flies,0.5681818181818182,Non-bees,Native,Bare fence
Arable,Marr,2023/24,Bare fence,NA,18,Bronze cluster flies,0.5681818181818182,Non-bees,Exotic,Bare fence
Arable,Marr,2023/24,Bare fence,NA,19,Other blow flies,0,Non-bees,Exotic,Bare fence
Arable,Marr,2023/24,Bare fence,NA,20,Grey triangle muscid fly,0,Non-bees,Native,Bare fence
Arable,Marr,2023/24,Bare fence,NA,21,Blue muscid fly,0,Non-bees,Exotic,Bare fence
Arable,Marr,2023/24,Bare fence,NA,22,Other muscid flies,0,Non-bees,Both,Bare fence
Arable,Marr,2023/24,Bare fence,NA,23,Seedcorn maggot fly,0,Non-bees,Exotic,Bare fence
Arable,Marr,2023/24,Bare fence,NA,24,Three spotted fly,0,Non-bees,Exotic,Bare fence
Arable,Marr,2023/24,Bare fence,NA,25,Striped flesh fly,0.5681818181818182,Non-bees,Exotic,Bare fence
Arable,Marr,2023/24,Bare fence,NA,26,Ginger blister fly,0,Non-bees,Native,Bare fence
Arable,Marr,2023/24,Bare fence,NA,27,Small ginger blister fly,0,Non-bees,Exotic,Bare fence
Arable,Marr,2023/24,Bare fence,NA,28,Grey-black bristle flies,0,Non-bees,Native,Bare fence
Arable,Marr,2023/24,Bare fence,NA,32,Other bristle flies,0,Non-bees,Both,Bare fence
Arable,Marr,2023/24,Bare fence,NA,33,Drone fly,0,Non-bees,Exotic,Bare fence
Arable,Marr,2023/24,Bare fence,NA,34,NZ black hover fly,0,Non-bees,Native,Bare fence
Arable,Marr,2023/24,Bare fence,NA,35,NZ orange hover fly,0,Non-bees,Native,Bare fence
Arable,Marr,2023/24,Bare fence,NA,36,NZ blue hover fly,0,Non-bees,Native,Bare fence
Arable,Marr,2023/24,Bare fence,NA,37,Spotted hover fly,0,Non-bees,Native,Bare fence
Arable,Marr,2023/24,Bare fence,NA,39,Streaktail hover fly,0,Non-bees,Native,Bare fence
Arable,Marr,2023/24,Bare fence,NA,40,Black bulb hover fly,0,Non-bees,Exotic,Bare fence
Arable,Marr,2023/24,Bare fence,NA,41,Other hover flies,0,Non-bees,Both,Bare fence
Arable,Marr,2023/24,Bare fence,NA,42,Globetail hover fly,0,Non-bees,Exotic,Bare fence
Arable,Marr,2023/24,Bare fence,NA,43,Green soldier fly,0,Non-bees,Native,Bare fence
Arable,Marr,2023/24,Bare fence,NA,44,Scaptia horse flies,0,Non-bees,Native,Bare fence
Arable,Marr,2023/24,Bare fence,NA,47,March fly,0,Non-bees,Native,Bare fence
Arable,Marr,2023/24,Bare fence,NA,48,Flower longhorn beetle,0,Non-bees,Native,Bare fence
Arable,Marr,2023/24,Bare fence,NA,49,Eleven spotted ladybird,0,Non-bees,Exotic,Bare fence
Arable,Marr,2023/24,Bare fence,NA,52,Other ladybirds,0,Non-bees,Exotic,Bare fence
Arable,Marr,2023/24,Bare fence,NA,54,Cabbage white butterfly,0,Non-bees,Exotic,Bare fence
Arable,Marr,2023/24,Bare fence,NA,55,Yellow admiral butterfly,0,Non-bees,Native,Bare fence
Arable,Marr,2023/24,Bare fence,NA,56,Red admiral butterfly,0,Non-bees,Native,Bare fence
Arable,Marr,2023/24,Bare fence,NA,57,Common copper butterfly,0,Non-bees,Native,Bare fence
Arable,Marr,2023/24,Bare fence,NA,58,Magpie moth,0,Non-bees,Exotic,Bare fence
Arable,Marr,2023/24,Bare fence,NA,59,Other moths,0,Non-bees,Both,Bare fence
Arable,Marr,2023/24,Bare fence,NA,60,Other insects,0,Non-bees,Both,Bare fence
Arable,Marr,2023/24,Old,NA,1,Honey bee,0,Honey bees,Exotic,Old
Arable,Marr,2023/24,Old,NA,2,Buff-tailed bumble bee,0,Wild bees,Exotic,Old
Arable,Marr,2023/24,Old,NA,3,Other bumblebees,0,Wild bees,Exotic,Old
Arable,Marr,2023/24,Old,NA,4,Lasioglossum bee,16.292134831460675,Wild bees,Native,Old
Arable,Marr,2023/24,Old,NA,5,Black Leioproctus bees,0,Wild bees,Exotic,Old
Arable,Marr,2023/24,Old,NA,6,Orange Leioproctus bee,0,Wild bees,Native,Old
Arable,Marr,2023/24,Old,NA,7,Hylaeus bees,0,Wild bees,Native,Old
Arable,Marr,2023/24,Old,NA,8,Ichneumonid wasps,1.6853932584269662,Non-bees,Exotic,Old
Arable,Marr,2023/24,Old,NA,9,Other parasitoid wasps,0,Non-bees,Both,Old
Arable,Marr,2023/24,Old,NA,10,Vespula wasps,0,Non-bees,Exotic,Old
Arable,Marr,2023/24,Old,NA,11,European tube wasp,0,Non-bees,Exotic,Old
Arable,Marr,2023/24,Old,NA,12,Other wasps,0,Non-bees,Both,Old
Arable,Marr,2023/24,Old,NA,13,Brown blow fly,0,Non-bees,Exotic,Old
Arable,Marr,2023/24,Old,NA,14,European blue blow fly,0,Non-bees,Exotic,Old
Arable,Marr,2023/24,Old,NA,15,European green blow fly,0,Non-bees,Exotic,Old
Arable,Marr,2023/24,Old,NA,16,NZ blue blow fly,0,Non-bees,Native,Old
Arable,Marr,2023/24,Old,NA,17,Pollenia flies,0,Non-bees,Native,Old
Arable,Marr,2023/24,Old,NA,18,Bronze cluster flies,0,Non-bees,Exotic,Old
Arable,Marr,2023/24,Old,NA,19,Other blow flies,0,Non-bees,Exotic,Old
Arable,Marr,2023/24,Old,NA,20,Grey triangle muscid fly,0,Non-bees,Native,Old
Arable,Marr,2023/24,Old,NA,21,Blue muscid fly,0,Non-bees,Exotic,Old
Arable,Marr,2023/24,Old,NA,22,Other muscid flies,0.5617977528089888,Non-bees,Both,Old
Arable,Marr,2023/24,Old,NA,23,Seedcorn maggot fly,0,Non-bees,Exotic,Old
Arable,Marr,2023/24,Old,NA,24,Three spotted fly,0,Non-bees,Exotic,Old
Arable,Marr,2023/24,Old,NA,25,Striped flesh fly,0,Non-bees,Exotic,Old
Arable,Marr,2023/24,Old,NA,26,Ginger blister fly,0,Non-bees,Native,Old
Arable,Marr,2023/24,Old,NA,27,Small ginger blister fly,0,Non-bees,Exotic,Old
Arable,Marr,2023/24,Old,NA,28,Grey-black bristle flies,0,Non-bees,Native,Old
Arable,Marr,2023/24,Old,NA,32,Other bristle flies,0,Non-bees,Both,Old
Arable,Marr,2023/24,Old,NA,33,Drone fly,1.1235955056179776,Non-bees,Exotic,Old
Arable,Marr,2023/24,Old,NA,34,NZ black hover fly,1.6853932584269662,Non-bees,Native,Old
Arable,Marr,2023/24,Old,NA,35,NZ orange hover fly,0,Non-bees,Native,Old
Arable,Marr,2023/24,Old,NA,36,NZ blue hover fly,0,Non-bees,Native,Old
Arable,Marr,2023/24,Old,NA,37,Spotted hover fly,0,Non-bees,Native,Old
Arable,Marr,2023/24,Old,NA,39,Streaktail hover fly,0,Non-bees,Native,Old
Arable,Marr,2023/24,Old,NA,40,Black bulb hover fly,0,Non-bees,Exotic,Old
Arable,Marr,2023/24,Old,NA,41,Other hover flies,0,Non-bees,Both,Old
Arable,Marr,2023/24,Old,NA,42,Globetail hover fly,0,Non-bees,Exotic,Old
Arable,Marr,2023/24,Old,NA,43,Green soldier fly,0,Non-bees,Native,Old
Arable,Marr,2023/24,Old,NA,44,Scaptia horse flies,0,Non-bees,Native,Old
Arable,Marr,2023/24,Old,NA,47,March fly,0,Non-bees,Native,Old
Arable,Marr,2023/24,Old,NA,48,Flower longhorn beetle,0,Non-bees,Native,Old
Arable,Marr,2023/24,Old,NA,49,Eleven spotted ladybird,0,Non-bees,Exotic,Old
Arable,Marr,2023/24,Old,NA,52,Other ladybirds,0,Non-bees,Exotic,Old
Arable,Marr,2023/24,Old,NA,54,Cabbage white butterfly,0,Non-bees,Exotic,Old
Arable,Marr,2023/24,Old,NA,55,Yellow admiral butterfly,0,Non-bees,Native,Old
Arable,Marr,2023/24,Old,NA,56,Red admiral butterfly,0,Non-bees,Native,Old
Arable,Marr,2023/24,Old,NA,57,Common copper butterfly,0,Non-bees,Native,Old
Arable,Marr,2023/24,Old,NA,58,Magpie moth,0,Non-bees,Exotic,Old
Arable,Marr,2023/24,Old,NA,59,Other moths,0,Non-bees,Both,Old
Arable,Marr,2023/24,Old,NA,60,Other insects,0,Non-bees,Both,Old
Arable,Nut_Point,2023/24,Control farm,NA,1,Honey bee,0.40160642570281124,Honey bees,Exotic,Control farm
Arable,Nut_Point,2023/24,Control farm,NA,2,Buff-tailed bumble bee,2.0080321285140563,Wild bees,Exotic,Control farm
Arable,Nut_Point,2023/24,Control farm,NA,3,Other bumblebees,0,Wild bees,Exotic,Control farm
Arable,Nut_Point,2023/24,Control farm,NA,4,Lasioglossum bee,0,Wild bees,Native,Control farm
Arable,Nut_Point,2023/24,Control farm,NA,5,Black Leioproctus bees,0,Wild bees,Exotic,Control farm
Arable,Nut_Point,2023/24,Control farm,NA,6,Orange Leioproctus bee,0,Wild bees,Native,Control farm
Arable,Nut_Point,2023/24,Control farm,NA,7,Hylaeus bees,0,Wild bees,Native,Control farm
Arable,Nut_Point,2023/24,Control farm,NA,8,Ichneumonid wasps,0.8032128514056225,Non-bees,Exotic,Control farm
Arable,Nut_Point,2023/24,Control farm,NA,9,Other parasitoid wasps,0,Non-bees,Both,Control farm
Arable,Nut_Point,2023/24,Control farm,NA,10,Vespula wasps,0,Non-bees,Exotic,Control farm
Arable,Nut_Point,2023/24,Control farm,NA,11,European tube wasp,0,Non-bees,Exotic,Control farm
Arable,Nut_Point,2023/24,Control farm,NA,12,Other wasps,0,Non-bees,Both,Control farm
Arable,Nut_Point,2023/24,Control farm,NA,13,Brown blow fly,0,Non-bees,Exotic,Control farm
Arable,Nut_Point,2023/24,Control farm,NA,14,European blue blow fly,0,Non-bees,Exotic,Control farm
Arable,Nut_Point,2023/24,Control farm,NA,15,European green blow fly,0.40160642570281124,Non-bees,Exotic,Control farm
Arable,Nut_Point,2023/24,Control farm,NA,16,NZ blue blow fly,0,Non-bees,Native,Control farm
Arable,Nut_Point,2023/24,Control farm,NA,17,Pollenia flies,0,Non-bees,Native,Control farm
Arable,Nut_Point,2023/24,Control farm,NA,18,Bronze cluster flies,0,Non-bees,Exotic,Control farm
Arable,Nut_Point,2023/24,Control farm,NA,19,Other blow flies,0,Non-bees,Exotic,Control farm
Arable,Nut_Point,2023/24,Control farm,NA,20,Grey triangle muscid fly,0,Non-bees,Native,Control farm
Arable,Nut_Point,2023/24,Control farm,NA,21,Blue muscid fly,0,Non-bees,Exotic,Control farm
Arable,Nut_Point,2023/24,Control farm,NA,22,Other muscid flies,0,Non-bees,Both,Control farm
Arable,Nut_Point,2023/24,Control farm,NA,23,Seedcorn maggot fly,0,Non-bees,Exotic,Control farm
Arable,Nut_Point,2023/24,Control farm,NA,24,Three spotted fly,0,Non-bees,Exotic,Control farm
Arable,Nut_Point,2023/24,Control farm,NA,25,Striped flesh fly,4.016064257028113,Non-bees,Exotic,Control farm
Arable,Nut_Point,2023/24,Control farm,NA,26,Ginger blister fly,0,Non-bees,Native,Control farm
Arable,Nut_Point,2023/24,Control farm,NA,27,Small ginger blister fly,0,Non-bees,Exotic,Control farm
Arable,Nut_Point,2023/24,Control farm,NA,28,Grey-black bristle flies,0,Non-bees,Native,Control farm
Arable,Nut_Point,2023/24,Control farm,NA,32,Other bristle flies,0,Non-bees,Both,Control farm
Arable,Nut_Point,2023/24,Control farm,NA,33,Drone fly,0.40160642570281124,Non-bees,Exotic,Control farm
Arable,Nut_Point,2023/24,Control farm,NA,34,NZ black hover fly,0,Non-bees,Native,Control farm
Arable,Nut_Point,2023/24,Control farm,NA,35,NZ orange hover fly,0,Non-bees,Native,Control farm
Arable,Nut_Point,2023/24,Control farm,NA,36,NZ blue hover fly,0,Non-bees,Native,Control farm
Arable,Nut_Point,2023/24,Control farm,NA,37,Spotted hover fly,0,Non-bees,Native,Control farm
Arable,Nut_Point,2023/24,Control farm,NA,39,Streaktail hover fly,0,Non-bees,Native,Control farm
Arable,Nut_Point,2023/24,Control farm,NA,40,Black bulb hover fly,0,Non-bees,Exotic,Control farm
Arable,Nut_Point,2023/24,Control farm,NA,41,Other hover flies,0,Non-bees,Both,Control farm
Arable,Nut_Point,2023/24,Control farm,NA,42,Globetail hover fly,0,Non-bees,Exotic,Control farm
Arable,Nut_Point,2023/24,Control farm,NA,43,Green soldier fly,0,Non-bees,Native,Control farm
Arable,Nut_Point,2023/24,Control farm,NA,44,Scaptia horse flies,0,Non-bees,Native,Control farm
Arable,Nut_Point,2023/24,Control farm,NA,47,March fly,0,Non-bees,Native,Control farm
Arable,Nut_Point,2023/24,Control farm,NA,48,Flower longhorn beetle,0,Non-bees,Native,Control farm
Arable,Nut_Point,2023/24,Control farm,NA,49,Eleven spotted ladybird,0,Non-bees,Exotic,Control farm
Arable,Nut_Point,2023/24,Control farm,NA,52,Other ladybirds,0,Non-bees,Exotic,Control farm
Arable,Nut_Point,2023/24,Control farm,NA,54,Cabbage white butterfly,0.40160642570281124,Non-bees,Exotic,Control farm
Arable,Nut_Point,2023/24,Control farm,NA,55,Yellow admiral butterfly,0,Non-bees,Native,Control farm
Arable,Nut_Point,2023/24,Control farm,NA,56,Red admiral butterfly,0,Non-bees,Native,Control farm
Arable,Nut_Point,2023/24,Control farm,NA,57,Common copper butterfly,0.40160642570281124,Non-bees,Native,Control farm
Arable,Nut_Point,2023/24,Control farm,NA,58,Magpie moth,0,Non-bees,Exotic,Control farm
Arable,Nut_Point,2023/24,Control farm,NA,59,Other moths,1.2048192771084338,Non-bees,Both,Control farm
Arable,Nut_Point,2023/24,Control farm,NA,60,Other insects,0,Non-bees,Both,Control farm
Arable,Nut_Point,2023/24,Old,NA,1,Honey bee,9.313725490196079,Honey bees,Exotic,Old
Arable,Nut_Point,2023/24,Old,NA,2,Buff-tailed bumble bee,0.9803921568627451,Wild bees,Exotic,Old
Arable,Nut_Point,2023/24,Old,NA,3,Other bumblebees,0,Wild bees,Exotic,Old
Arable,Nut_Point,2023/24,Old,NA,4,Lasioglossum bee,6.862745098039215,Wild bees,Native,Old
Arable,Nut_Point,2023/24,Old,NA,5,Black Leioproctus bees,0.49019607843137253,Wild bees,Exotic,Old
Arable,Nut_Point,2023/24,Old,NA,6,Orange Leioproctus bee,0,Wild bees,Native,Old
Arable,Nut_Point,2023/24,Old,NA,7,Hylaeus bees,0,Wild bees,Native,Old
Arable,Nut_Point,2023/24,Old,NA,8,Ichneumonid wasps,1.4705882352941178,Non-bees,Exotic,Old
Arable,Nut_Point,2023/24,Old,NA,9,Other parasitoid wasps,0,Non-bees,Both,Old
Arable,Nut_Point,2023/24,Old,NA,10,Vespula wasps,0,Non-bees,Exotic,Old
Arable,Nut_Point,2023/24,Old,NA,11,European tube wasp,0,Non-bees,Exotic,Old
Arable,Nut_Point,2023/24,Old,NA,12,Other wasps,0,Non-bees,Both,Old
Arable,Nut_Point,2023/24,Old,NA,13,Brown blow fly,0,Non-bees,Exotic,Old
Arable,Nut_Point,2023/24,Old,NA,14,European blue blow fly,0,Non-bees,Exotic,Old
Arable,Nut_Point,2023/24,Old,NA,15,European green blow fly,0,Non-bees,Exotic,Old
Arable,Nut_Point,2023/24,Old,NA,16,NZ blue blow fly,0,Non-bees,Native,Old
Arable,Nut_Point,2023/24,Old,NA,17,Pollenia flies,0,Non-bees,Native,Old
Arable,Nut_Point,2023/24,Old,NA,18,Bronze cluster flies,0.49019607843137253,Non-bees,Exotic,Old
Arable,Nut_Point,2023/24,Old,NA,19,Other blow flies,0,Non-bees,Exotic,Old
Arable,Nut_Point,2023/24,Old,NA,20,Grey triangle muscid fly,0,Non-bees,Native,Old
Arable,Nut_Point,2023/24,Old,NA,21,Blue muscid fly,0,Non-bees,Exotic,Old
Arable,Nut_Point,2023/24,Old,NA,22,Other muscid flies,0,Non-bees,Both,Old
Arable,Nut_Point,2023/24,Old,NA,23,Seedcorn maggot fly,0,Non-bees,Exotic,Old
Arable,Nut_Point,2023/24,Old,NA,24,Three spotted fly,0,Non-bees,Exotic,Old
Arable,Nut_Point,2023/24,Old,NA,25,Striped flesh fly,5.392156862745098,Non-bees,Exotic,Old
Arable,Nut_Point,2023/24,Old,NA,26,Ginger blister fly,0,Non-bees,Native,Old
Arable,Nut_Point,2023/24,Old,NA,27,Small ginger blister fly,0,Non-bees,Exotic,Old
Arable,Nut_Point,2023/24,Old,NA,28,Grey-black bristle flies,0,Non-bees,Native,Old
Arable,Nut_Point,2023/24,Old,NA,32,Other bristle flies,0,Non-bees,Both,Old
Arable,Nut_Point,2023/24,Old,NA,33,Drone fly,5.882352941176471,Non-bees,Exotic,Old
Arable,Nut_Point,2023/24,Old,NA,34,NZ black hover fly,0.49019607843137253,Non-bees,Native,Old
Arable,Nut_Point,2023/24,Old,NA,35,NZ orange hover fly,0.9803921568627451,Non-bees,Native,Old
Arable,Nut_Point,2023/24,Old,NA,36,NZ blue hover fly,0,Non-bees,Native,Old
Arable,Nut_Point,2023/24,Old,NA,37,Spotted hover fly,0,Non-bees,Native,Old
Arable,Nut_Point,2023/24,Old,NA,39,Streaktail hover fly,1.4705882352941178,Non-bees,Native,Old
Arable,Nut_Point,2023/24,Old,NA,40,Black bulb hover fly,0,Non-bees,Exotic,Old
Arable,Nut_Point,2023/24,Old,NA,41,Other hover flies,0,Non-bees,Both,Old
Arable,Nut_Point,2023/24,Old,NA,42,Globetail hover fly,0,Non-bees,Exotic,Old
Arable,Nut_Point,2023/24,Old,NA,43,Green soldier fly,0,Non-bees,Native,Old
Arable,Nut_Point,2023/24,Old,NA,44,Scaptia horse flies,0,Non-bees,Native,Old
Arable,Nut_Point,2023/24,Old,NA,47,March fly,0,Non-bees,Native,Old
Arable,Nut_Point,2023/24,Old,NA,48,Flower longhorn beetle,0,Non-bees,Native,Old
Arable,Nut_Point,2023/24,Old,NA,49,Eleven spotted ladybird,1.4705882352941178,Non-bees,Exotic,Old
Arable,Nut_Point,2023/24,Old,NA,52,Other ladybirds,0,Non-bees,Exotic,Old
Arable,Nut_Point,2023/24,Old,NA,54,Cabbage white butterfly,1.4705882352941178,Non-bees,Exotic,Old
Arable,Nut_Point,2023/24,Old,NA,55,Yellow admiral butterfly,0,Non-bees,Native,Old
Arable,Nut_Point,2023/24,Old,NA,56,Red admiral butterfly,0,Non-bees,Native,Old
Arable,Nut_Point,2023/24,Old,NA,57,Common copper butterfly,0,Non-bees,Native,Old
Arable,Nut_Point,2023/24,Old,NA,58,Magpie moth,0,Non-bees,Exotic,Old
Arable,Nut_Point,2023/24,Old,NA,59,Other moths,0,Non-bees,Both,Old
Arable,Nut_Point,2023/24,Old,NA,60,Other insects,0,Non-bees,Both,Old
Arable,Tweed,2021/22,Control farm,NA,1,Honey bee,0.4048582995951417,Honey bees,Exotic,Control farm
Arable,Tweed,2021/22,Control farm,NA,2,Buff-tailed bumble bee,2.834008097165992,Wild bees,Exotic,Control farm
Arable,Tweed,2021/22,Control farm,NA,3,Other bumblebees,0,Wild bees,Exotic,Control farm
Arable,Tweed,2021/22,Control farm,NA,4,Lasioglossum bee,1.214574898785425,Wild bees,Native,Control farm
Arable,Tweed,2021/22,Control farm,NA,5,Black Leioproctus bees,0,Wild bees,Exotic,Control farm
Arable,Tweed,2021/22,Control farm,NA,6,Orange Leioproctus bee,0,Wild bees,Native,Control farm
Arable,Tweed,2021/22,Control farm,NA,7,Hylaeus bees,0,Wild bees,Native,Control farm
Arable,Tweed,2021/22,Control farm,NA,8,Ichneumonid wasps,0,Non-bees,Exotic,Control farm
Arable,Tweed,2021/22,Control farm,NA,9,Other parasitoid wasps,0,Non-bees,Both,Control farm
Arable,Tweed,2021/22,Control farm,NA,10,Vespula wasps,0,Non-bees,Exotic,Control farm
Arable,Tweed,2021/22,Control farm,NA,11,European tube wasp,0,Non-bees,Exotic,Control farm
Arable,Tweed,2021/22,Control farm,NA,12,Other wasps,0,Non-bees,Both,Control farm
Arable,Tweed,2021/22,Control farm,NA,13,Brown blow fly,0,Non-bees,Exotic,Control farm
Arable,Tweed,2021/22,Control farm,NA,14,European blue blow fly,0,Non-bees,Exotic,Control farm
Arable,Tweed,2021/22,Control farm,NA,15,European green blow fly,0,Non-bees,Exotic,Control farm
Arable,Tweed,2021/22,Control farm,NA,16,NZ blue blow fly,0,Non-bees,Native,Control farm
Arable,Tweed,2021/22,Control farm,NA,17,Pollenia flies,0,Non-bees,Native,Control farm
Arable,Tweed,2021/22,Control farm,NA,18,Bronze cluster flies,1.6194331983805668,Non-bees,Exotic,Control farm
Arable,Tweed,2021/22,Control farm,NA,19,Other blow flies,0,Non-bees,Exotic,Control farm
Arable,Tweed,2021/22,Control farm,NA,20,Grey triangle muscid fly,0,Non-bees,Native,Control farm
Arable,Tweed,2021/22,Control farm,NA,21,Blue muscid fly,0,Non-bees,Exotic,Control farm
Arable,Tweed,2021/22,Control farm,NA,22,Other muscid flies,0.8097165991902834,Non-bees,Both,Control farm
Arable,Tweed,2021/22,Control farm,NA,23,Seedcorn maggot fly,0,Non-bees,Exotic,Control farm
Arable,Tweed,2021/22,Control farm,NA,24,Three spotted fly,0,Non-bees,Exotic,Control farm
Arable,Tweed,2021/22,Control farm,NA,25,Striped flesh fly,1.6194331983805668,Non-bees,Exotic,Control farm
Arable,Tweed,2021/22,Control farm,NA,26,Ginger blister fly,0,Non-bees,Native,Control farm
Arable,Tweed,2021/22,Control farm,NA,27,Small ginger blister fly,0,Non-bees,Exotic,Control farm
Arable,Tweed,2021/22,Control farm,NA,28,Grey-black bristle flies,0,Non-bees,Native,Control farm
Arable,Tweed,2021/22,Control farm,NA,32,Other bristle flies,0,Non-bees,Both,Control farm
Arable,Tweed,2021/22,Control farm,NA,33,Drone fly,1.214574898785425,Non-bees,Exotic,Control farm
Arable,Tweed,2021/22,Control farm,NA,34,NZ black hover fly,2.0242914979757085,Non-bees,Native,Control farm
Arable,Tweed,2021/22,Control farm,NA,35,NZ orange hover fly,15.789473684210526,Non-bees,Native,Control farm
Arable,Tweed,2021/22,Control farm,NA,36,NZ blue hover fly,0,Non-bees,Native,Control farm
Arable,Tweed,2021/22,Control farm,NA,37,Spotted hover fly,0,Non-bees,Native,Control farm
Arable,Tweed,2021/22,Control farm,NA,39,Streaktail hover fly,0,Non-bees,Native,Control farm
Arable,Tweed,2021/22,Control farm,NA,40,Black bulb hover fly,0,Non-bees,Exotic,Control farm
Arable,Tweed,2021/22,Control farm,NA,41,Other hover flies,0.8097165991902834,Non-bees,Both,Control farm
Arable,Tweed,2021/22,Control farm,NA,42,Globetail hover fly,0,Non-bees,Exotic,Control farm
Arable,Tweed,2021/22,Control farm,NA,43,Green soldier fly,0,Non-bees,Native,Control farm
Arable,Tweed,2021/22,Control farm,NA,44,Scaptia horse flies,0,Non-bees,Native,Control farm
Arable,Tweed,2021/22,Control farm,NA,47,March fly,0,Non-bees,Native,Control farm
Arable,Tweed,2021/22,Control farm,NA,48,Flower longhorn beetle,0,Non-bees,Native,Control farm
Arable,Tweed,2021/22,Control farm,NA,49,Eleven spotted ladybird,0,Non-bees,Exotic,Control farm
Arable,Tweed,2021/22,Control farm,NA,52,Other ladybirds,0,Non-bees,Exotic,Control farm
Arable,Tweed,2021/22,Control farm,NA,54,Cabbage white butterfly,1.6194331983805668,Non-bees,Exotic,Control farm
Arable,Tweed,2021/22,Control farm,NA,55,Yellow admiral butterfly,0,Non-bees,Native,Control farm
Arable,Tweed,2021/22,Control farm,NA,56,Red admiral butterfly,0,Non-bees,Native,Control farm
Arable,Tweed,2021/22,Control farm,NA,57,Common copper butterfly,0,Non-bees,Native,Control farm
Arable,Tweed,2021/22,Control farm,NA,59,Magpie moth,0,Non-bees,Exotic,Control farm
Arable,Tweed,2021/22,Control farm,NA,59,Other moths,0,Non-bees,Both,Control farm
Arable,Tweed,2021/22,Control farm,NA,60,Other insects,0,Non-bees,Both,Control farm
Arable,Tweed,2021/22,One year old,NA,1,Honey bee,1.0676156583629892,Honey bees,Exotic,New
Arable,Tweed,2021/22,One year old,NA,2,Buff-tailed bumble bee,0.35587188612099646,Wild bees,Exotic,New
Arable,Tweed,2021/22,One year old,NA,3,Other bumblebees,0,Wild bees,Exotic,New
Arable,Tweed,2021/22,One year old,NA,4,Lasioglossum bee,0.35587188612099646,Wild bees,Native,New
Arable,Tweed,2021/22,One year old,NA,5,Black Leioproctus bees,0,Wild bees,Exotic,New
Arable,Tweed,2021/22,One year old,NA,6,Orange Leioproctus bee,0,Wild bees,Native,New
Arable,Tweed,2021/22,One year old,NA,7,Hylaeus bees,0,Wild bees,Native,New
Arable,Tweed,2021/22,One year old,NA,8,Ichneumonid wasps,0,Non-bees,Exotic,New
Arable,Tweed,2021/22,One year old,NA,9,Other parasitoid wasps,0,Non-bees,Both,New
Arable,Tweed,2021/22,One year old,NA,10,Vespula wasps,0,Non-bees,Exotic,New
Arable,Tweed,2021/22,One year old,NA,11,European tube wasp,0,Non-bees,Exotic,New
Arable,Tweed,2021/22,One year old,NA,12,Other wasps,0,Non-bees,Both,New
Arable,Tweed,2021/22,One year old,NA,13,Brown blow fly,0,Non-bees,Exotic,New
Arable,Tweed,2021/22,One year old,NA,14,European blue blow fly,0,Non-bees,Exotic,New
Arable,Tweed,2021/22,One year old,NA,15,European green blow fly,0,Non-bees,Exotic,New
Arable,Tweed,2021/22,One year old,NA,16,NZ blue blow fly,0,Non-bees,Native,New
Arable,Tweed,2021/22,One year old,NA,17,Pollenia flies,0,Non-bees,Native,New
Arable,Tweed,2021/22,One year old,NA,18,Bronze cluster flies,6.405693950177936,Non-bees,Exotic,New
Arable,Tweed,2021/22,One year old,NA,19,Other blow flies,0,Non-bees,Exotic,New
Arable,Tweed,2021/22,One year old,NA,20,Grey triangle muscid fly,0,Non-bees,Native,New
Arable,Tweed,2021/22,One year old,NA,21,Blue muscid fly,0,Non-bees,Exotic,New
Arable,Tweed,2021/22,One year old,NA,22,Other muscid flies,0,Non-bees,Both,New
Arable,Tweed,2021/22,One year old,NA,23,Seedcorn maggot fly,0,Non-bees,Exotic,New
Arable,Tweed,2021/22,One year old,NA,24,Three spotted fly,0,Non-bees,Exotic,New
Arable,Tweed,2021/22,One year old,NA,25,Striped flesh fly,0,Non-bees,Exotic,New
Arable,Tweed,2021/22,One year old,NA,26,Ginger blister fly,0,Non-bees,Native,New
Arable,Tweed,2021/22,One year old,NA,27,Small ginger blister fly,0,Non-bees,Exotic,New
Arable,Tweed,2021/22,One year old,NA,28,Grey-black bristle flies,0,Non-bees,Native,New
Arable,Tweed,2021/22,One year old,NA,32,Other bristle flies,0,Non-bees,Both,New
Arable,Tweed,2021/22,One year old,NA,33,Drone fly,10.320284697508896,Non-bees,Exotic,New
Arable,Tweed,2021/22,One year old,NA,34,NZ black hover fly,1.4234875444839858,Non-bees,Native,New
Arable,Tweed,2021/22,One year old,NA,35,NZ orange hover fly,5.338078291814947,Non-bees,Native,New
Arable,Tweed,2021/22,One year old,NA,36,NZ blue hover fly,0,Non-bees,Native,New
Arable,Tweed,2021/22,One year old,NA,37,Spotted hover fly,0,Non-bees,Native,New
Arable,Tweed,2021/22,One year old,NA,39,Streaktail hover fly,0,Non-bees,Native,New
Arable,Tweed,2021/22,One year old,NA,40,Black bulb hover fly,0,Non-bees,Exotic,New
Arable,Tweed,2021/22,One year old,NA,41,Other hover flies,0.35587188612099646,Non-bees,Both,New
