Year,Farm,Property_Grouping,PK_Boundary,Simplified_Boundary,Very_Simplified_Boundary,Planting_date,Treatment,Colour,Rep,Number_of_Pods,Pod_number,Seed viable,Seed inviable,Native_new_age,Type_of_farm
2021-2022,Pareka,Pareka,Native_2018,Old native,Mixed_native,2018,Open,NA,1,14,14,15,1,Old native,Dairy
2021-2022,Pareka,Pareka,Native_2018,Old native,Mixed_native,2018,Open,NA,1,14,11,13,0,Old native,Dairy
2021-2022,Te Maania,Te_maania,Bare_fence,Bare fence,Bare_fence,*,Hand pollinated,NA,1,6,1,11,0,On-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Bare_fence,Bare fence,Bare_fence,*,Hand pollinated,NA,1,6,2,11,1,On-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Bare_fence,Bare fence,Bare_fence,*,Hand pollinated,NA,1,6,3,16,2,On-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Bare_fence,Bare fence,Bare_fence,*,Open,NA,1,5,3,13,0,On-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Bare_fence,Bare fence,Bare_fence,*,Open,NA,1,5,1,4,0,On-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Bare_fence,Bare fence,Bare_fence,*,Open,NA,1,5,2,7,0,On-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Bare_fence,Bare fence,Bare_fence,*,Open,NA,2,7,7,10,0,On-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Bare_fence,Bare fence,Bare_fence,*,Open,NA,2,7,4,13,4,On-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Bare_fence,Bare fence,Bare_fence,*,Open,NA,2,7,1,14,0,On-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Bare_fence,Bare fence,Bare_fence,*,Open,NA,2,7,2,7,0,On-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Bare_fence,Bare fence,Bare_fence,*,Open,NA,2,7,3,8,5,On-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,3,12,1,13,3,Off-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,3,12,2,11,9,Off-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,3,12,3,14,1,Off-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,3,12,4,12,3,Off-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,2,10,1,17,0,Off-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,2,10,6,16,0,Off-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,2,10,8,14,0,Off-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,1,7,4,10,0,Off-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,1,7,2,18,0,Off-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,1,7,5,8,0,Off-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,1,7,1,13,1,Off-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,1,7,3,18,0,Off-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,1,7,6,13,0,Off-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,1,7,7,12,0,Off-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Control_farm,Control farm,Bare_fence,*,Open,NA,2,6,4,17,0,Off-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Control_farm,Control farm,Bare_fence,*,Open,NA,2,6,5,12,0,Off-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Control_farm,Control farm,Bare_fence,*,Open,NA,1,4,1,6,0,Off-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Control_farm,Control farm,Bare_fence,*,Open,NA,1,4,1,5,2,Off-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Native_2018,Old native,Mixed_native,2018,Hand pollinated,NA,1,6,5,15,0,Old native,Dairy
2021-2022,Te Maania,Te_maania,Native_2018,Old native,Mixed_native,2018,Hand pollinated,NA,1,6,6,14,0,Old native,Dairy
2021-2022,Te Maania,Te_maania,Native_2018,Old native,Mixed_native,2018,Hand pollinated,NA,2,7,1,13,0,Old native,Dairy
2021-2022,Te Maania,Te_maania,Native_2018,Old native,Mixed_native,2018,Hand pollinated,NA,2,7,2,16,0,Old native,Dairy
2021-2022,Te Maania,Te_maania,Native_2018,Old native,Mixed_native,2018,Open,NA,3,11,4,12,0,Old native,Dairy
2021-2022,Te Maania,Te_maania,Native_2018,Old native,Mixed_native,2018,Open,NA,3,11,5,14,0,Old native,Dairy
2021-2022,Te Maania,Te_maania,Native_2018,Old native,Mixed_native,2018,Open,NA,3,11,6,8,0,Old native,Dairy
2021-2022,Te Maania,Te_maania,Native_2018,Old native,Mixed_native,2018,Open,NA,3,11,1,9,0,Old native,Dairy
2021-2022,Te Maania,Te_maania,Native_2018,Old native,Mixed_native,2018,Open,NA,3,11,2,8,0,Old native,Dairy
2021-2022,Te Maania,Te_maania,Native_2018,Old native,Mixed_native,2018,Open,NA,3,11,3,6,0,Old native,Dairy
2021-2022,Te Maania,Te_maania,Native_2018,Old native,Mixed_native,2018,Open,NA,1,15,9,17,2,Old native,Dairy
2021-2022,Te Maania,Te_maania,Native_2018,Old native,Mixed_native,2018,Open,NA,1,15,4,15,0,Old native,Dairy
2021-2022,Te Maania,Te_maania,Native_2018,Old native,Mixed_native,2018,Open,NA,1,15,5,12,0,Old native,Dairy
2021-2022,Te Maania,Te_maania,Native_2018,Old native,Mixed_native,2018,Open,NA,1,15,11,12,2,Old native,Dairy
2021-2022,Te Maania,Te_maania,Native_2018,Old native,Mixed_native,2018,Open,NA,1,15,14,8,0,Old native,Dairy
2021-2022,Terrace View,Terrace_view,Bare_fence,Bare fence,Bare_fence,*,Closed,NA,1,6,1,2,0,On-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Bare_fence,Bare fence,Bare_fence,*,Closed,NA,1,6,6,4,0,On-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Bare_fence,Bare fence,Bare_fence,*,Closed,NA,1,6,1,2,0,On-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Bare_fence,Bare fence,Bare_fence,*,Closed,NA,1,6,2,1,0,On-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Bare_fence,Bare fence,Bare_fence,*,Closed,NA,1,6,2,1,1,On-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Bare_fence,Bare fence,Bare_fence,*,Closed,NA,3,5,1,1,0,On-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Bare_fence,Bare fence,Bare_fence,*,Closed,NA,3,5,2,2,0,On-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Bare_fence,Bare fence,Bare_fence,*,Closed,NA,3,5,3,2,0,On-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Bare_fence,Bare fence,Bare_fence,*,Closed,NA,3,5,4,1,0,On-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Bare_fence,Bare fence,Bare_fence,*,Closed,NA,3,5,5,1,0,On-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Bare_fence,Bare fence,Bare_fence,*,Hand pollinated,NA,3,5,5,18,0,On-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Bare_fence,Bare fence,Bare_fence,*,Hand pollinated,NA,3,5,4,15,0,On-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Bare_fence,Bare fence,Bare_fence,*,Hand pollinated,NA,3,5,1,17,0,On-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Bare_fence,Bare fence,Bare_fence,*,Hand pollinated,NA,1,1,1,13,0,On-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Bare_fence,Bare fence,Bare_fence,*,Hand pollinated,NA,2,2,1,12,0,On-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Bare_fence,Bare fence,Bare_fence,*,Hand pollinated,NA,2,2,2,21,0,On-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Bare_fence,Bare fence,Bare_fence,*,Open,NA,2,16,8,9,0,On-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Bare_fence,Bare fence,Bare_fence,*,Open,NA,2,16,6,7,0,On-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Bare_fence,Bare fence,Bare_fence,*,Open,NA,2,16,5,8,0,On-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Bare_fence,Bare fence,Bare_fence,*,Open,NA,2,16,7,8,0,On-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Bare_fence,Bare fence,Bare_fence,*,Open,NA,1,9,5,6,1,On-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Bare_fence,Bare fence,Bare_fence,*,Open,NA,1,9,6,5,3,On-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Bare_fence,Bare fence,Bare_fence,*,Open,NA,1,9,1,6,0,On-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Bare_fence,Bare fence,Bare_fence,*,Open,NA,1,9,Extra,3,24,On-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,1,12,8,18,0,Off-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,1,12,2,13,0,Off-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,1,12,7,10,0,Off-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,1,12,5,18,0,Off-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,1,12,6,18,0,Off-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,1,12,10,10,0,Off-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,1,12,11,12,0,Off-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,1,12,12,13,0,Off-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,1,12,9,4,0,Off-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Control_farm,Control farm,Bare_fence,*,Open,NA,1,5,1,5,0,Off-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Control_farm,Control farm,Bare_fence,*,Open,NA,1,5,2,5,0,Off-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Control_farm,Control farm,Bare_fence,*,Open,NA,1,5,3,4,3,Off-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Native_2018,Old native,Mixed_native,2018,Hand pollinated,NA,1,4,1,11,0,Old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2018,Old native,Mixed_native,2018,Hand pollinated,NA,1,4,2,12,2,Old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2018,Old native,Mixed_native,2018,Hand pollinated,NA,1,4,3,6,4,Old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2018,Old native,Mixed_native,2018,Hand pollinated,NA,1,4,4,12,0,Old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2018,Old native,Mixed_native,2018,Hand pollinated,NA,2,5,2,20,0,Old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2018,Old native,Mixed_native,2018,Hand pollinated,NA,2,5,3,12,0,Old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2018,Old native,Mixed_native,2018,Hand pollinated,NA,2,5,4,12,0,Old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2018,Old native,Mixed_native,2018,Open,NA,1,4,3,13,0,Old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2018,Old native,Mixed_native,2018,Open,NA,1,4,4,15,0,Old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2018,Old native,Mixed_native,2018,Open,NA,2,4,2,16,0,Old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2018,Old native,Mixed_native,2018,Open,NA,2,4,3,18,1,Old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2018,Old native,Mixed_native,2018,Open,NA,2,4,4,15,1,Old native,Dairy
2021-2022,Ahuriri,Ahuriri,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,1,2,1,18,1,Off-farm bare fence,Arable
2021-2022,Ahuriri,Ahuriri,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,1,2,2,16,0,Off-farm bare fence,Arable
2021-2022,Ahuriri,Ahuriri,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,2,7,2,15,1,Off-farm bare fence,Arable
2021-2022,Ahuriri,Ahuriri,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,2,7,3,14,0,Off-farm bare fence,Arable
2021-2022,Ahuriri,Ahuriri,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,2,7,4,10,0,Off-farm bare fence,Arable
2021-2022,Ahuriri,Ahuriri,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,2,7,6,17,0,Off-farm bare fence,Arable
2021-2022,Ahuriri,Ahuriri,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,3,4,1,21,2,Off-farm bare fence,Arable
2021-2022,Ahuriri,Ahuriri,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,3,4,2,21,1,Off-farm bare fence,Arable
2021-2022,Ahuriri,Ahuriri,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,3,4,3,15,4,Off-farm bare fence,Arable
2021-2022,Ahuriri,Ahuriri,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,3,4,4,13,4,Off-farm bare fence,Arable
2021-2022,Ahuriri,Ahuriri,Control_farm,Control farm,Bare_fence,*,Open,NA,1,8,4,15,0,Off-farm bare fence,Arable
2021-2022,Ahuriri,Ahuriri,Control_farm,Control farm,Bare_fence,*,Open,NA,1,8,6,9,3,Off-farm bare fence,Arable
2021-2022,Ahuriri,Ahuriri,Control_farm,Control farm,Bare_fence,*,Open,NA,2,7,3,14,1,Off-farm bare fence,Arable
2021-2022,Ahuriri,Ahuriri,Control_farm,Control farm,Bare_fence,*,Open,NA,2,7,4,8,1,Off-farm bare fence,Arable
2021-2022,Ahuriri,Ahuriri,Control_farm,Control farm,Bare_fence,*,Open,NA,2,7,5,9,1,Off-farm bare fence,Arable
2021-2022,Ahuriri,Ahuriri,Control_farm,Control farm,Bare_fence,*,Open,NA,2,7,6,6,5,Off-farm bare fence,Arable
2021-2022,Ahuriri,Ahuriri,Control_farm,Control farm,Bare_fence,*,Open,NA,2,7,7,7,0,Off-farm bare fence,Arable
2021-2022,Ahuriri,Ahuriri,Native_2021,New native,Mixed_native,2021,Closed,NA,1,1,1,0,0,One-year old native,Arable
2021-2022,Ahuriri,Ahuriri,Native_2021,New native,Mixed_native,2021,Closed,NA,2,5,1,0,0,One-year old native,Arable
2021-2022,Ahuriri,Ahuriri,Native_2021,New native,Mixed_native,2021,Closed,NA,2,5,2,0,0,One-year old native,Arable
2021-2022,Ahuriri,Ahuriri,Native_2021,New native,Mixed_native,2021,Closed,NA,2,5,3,0,0,One-year old native,Arable
2021-2022,Ahuriri,Ahuriri,Native_2021,New native,Mixed_native,2021,Closed,NA,2,5,4,0,0,One-year old native,Arable
2021-2022,Ahuriri,Ahuriri,Native_2021,New native,Mixed_native,2021,Closed,NA,2,5,5,0,0,One-year old native,Arable
2021-2022,Ahuriri,Ahuriri,Native_2021,New native,Mixed_native,2021,Closed,NA,3,2,1,5,0,One-year old native,Arable
2021-2022,Ahuriri,Ahuriri,Native_2021,New native,Mixed_native,2021,Closed,NA,3,2,2,1,0,One-year old native,Arable
2021-2022,Ahuriri,Ahuriri,Native_2021,New native,Mixed_native,2021,Hand pollinated,NA,1,6,1,20,0,One-year old native,Arable
2021-2022,Ahuriri,Ahuriri,Native_2021,New native,Mixed_native,2021,Hand pollinated,NA,1,6,2,15,0,One-year old native,Arable
2021-2022,Ahuriri,Ahuriri,Native_2021,New native,Mixed_native,2021,Hand pollinated,NA,1,6,3,13,0,One-year old native,Arable
2021-2022,Ahuriri,Ahuriri,Native_2021,New native,Mixed_native,2021,Hand pollinated,NA,2,9,1,15,0,One-year old native,Arable
2021-2022,Ahuriri,Ahuriri,Native_2021,New native,Mixed_native,2021,Hand pollinated,NA,2,9,3,16,2,One-year old native,Arable
2021-2022,Ahuriri,Ahuriri,Native_2021,New native,Mixed_native,2021,Hand pollinated,NA,2,9,4,15,0,One-year old native,Arable
2021-2022,Ahuriri,Ahuriri,Native_2021,New native,Mixed_native,2021,Hand pollinated,NA,2,9,8,15,0,One-year old native,Arable
2021-2022,Ahuriri,Ahuriri,Native_2021,New native,Mixed_native,2021,Hand pollinated,NA,2,9,5,17,4,One-year old native,Arable
2021-2022,Ahuriri,Ahuriri,Native_2021,New native,Mixed_native,2021,Hand pollinated,NA,3,2,1,15,0,One-year old native,Arable
2021-2022,Ahuriri,Ahuriri,Native_2021,New native,Mixed_native,2021,Hand pollinated,NA,3,2,2,19,0,One-year old native,Arable
2021-2022,Ahuriri,Ahuriri,Native_2021,New native,Mixed_native,2021,Open,NA,1,6,1,16,3,One-year old native,Arable
2021-2022,Ahuriri,Ahuriri,Native_2021,New native,Mixed_native,2021,Open,NA,1,6,2,13,0,One-year old native,Arable
2021-2022,Ahuriri,Ahuriri,Native_2021,New native,Mixed_native,2021,Open,NA,1,6,3,16,6,One-year old native,Arable
2021-2022,Ahuriri,Ahuriri,Native_2021,New native,Mixed_native,2021,Open,NA,1,6,4,18,3,One-year old native,Arable
2021-2022,Ahuriri,Ahuriri,Native_2021,New native,Mixed_native,2021,Open,NA,1,6,5,21,0,One-year old native,Arable
2021-2022,Ahuriri,Ahuriri,Native_2021,New native,Mixed_native,2021,Open,NA,2,5,1,14,0,One-year old native,Arable
2021-2022,Ahuriri,Ahuriri,Native_2021,New native,Mixed_native,2021,Open,NA,2,5,2,9,0,One-year old native,Arable
2021-2022,Ahuriri,Ahuriri,Native_2021,New native,Mixed_native,2021,Open,NA,2,5,3,8,1,One-year old native,Arable
2021-2022,Ahuriri,Ahuriri,Native_2021,New native,Mixed_native,2021,Open,NA,2,5,4,8,8,One-year old native,Arable
2021-2022,Ahuriri,Ahuriri,Native_2021,New native,Mixed_native,2021,Open,NA,3,4,1,21,1,One-year old native,Arable
2021-2022,Ahuriri,Ahuriri,Native_2021,New native,Mixed_native,2021,Open,NA,3,4,2,19,0,One-year old native,Arable
2021-2022,Ahuriri,Ahuriri,Native_2021,New native,Mixed_native,2021,Open,NA,3,4,3,20,0,One-year old native,Arable
2021-2022,Ahuriri,Ahuriri,Native_2021,New native,Mixed_native,2021,Open,NA,3,4,4,11,0,One-year old native,Arable
2021-2022,Ashford 1,Ashford_1,Control_farm,Control farm,Bare_fence,*,Closed,NA,1,4,3,1,1,Off-farm bare fence,Dairy
2021-2022,Ashford 1,Ashford_1,Control_farm,Control farm,Bare_fence,*,Closed,NA,1,4,3,2,1,Off-farm bare fence,Dairy
2021-2022,Ashford 1,Ashford_1,Control_farm,Control farm,Bare_fence,*,Closed,NA,1,4,3,3,0,Off-farm bare fence,Dairy
2021-2022,Ashford 1,Ashford_1,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,1,13,4,16,1,Off-farm bare fence,Dairy
2021-2022,Ashford 1,Ashford_1,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,1,13,5,20,5,Off-farm bare fence,Dairy
2021-2022,Ashford 1,Ashford_1,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,1,13,6,23,0,Off-farm bare fence,Dairy
2021-2022,Ashford 1,Ashford_1,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,1,13,9,22,0,Off-farm bare fence,Dairy
2021-2022,Ashford 1,Ashford_1,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,1,13,7,12,2,Off-farm bare fence,Dairy
2021-2022,Ashford 1,Ashford_1,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,2,3,2,13,0,Off-farm bare fence,Dairy
2021-2022,Ashford 1,Ashford_1,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,2,3,3,10,0,Off-farm bare fence,Dairy
2021-2022,Ashford 1,Ashford_1,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,3,12,4,15,0,Off-farm bare fence,Dairy
2021-2022,Ashford 1,Ashford_1,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,3,12,5,13,0,Off-farm bare fence,Dairy
2021-2022,Ashford 1,Ashford_1,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,3,12,6,12,0,Off-farm bare fence,Dairy
2021-2022,Ashford 1,Ashford_1,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,3,12,7,17,0,Off-farm bare fence,Dairy
2021-2022,Ashford 1,Ashford_1,Control_farm,Control farm,Bare_fence,*,Open,NA,1,7,3,24,0,Off-farm bare fence,Dairy
2021-2022,Ashford 1,Ashford_1,Control_farm,Control farm,Bare_fence,*,Open,NA,1,7,4,15,0,Off-farm bare fence,Dairy
2021-2022,Ashford 1,Ashford_1,Control_farm,Control farm,Bare_fence,*,Open,NA,1,7,5,19,0,Off-farm bare fence,Dairy
2021-2022,Ashford 1,Ashford_1,Control_farm,Control farm,Bare_fence,*,Open,NA,2,10,2,6,1,Off-farm bare fence,Dairy
2021-2022,Ashford 1,Ashford_1,Control_farm,Control farm,Bare_fence,*,Open,NA,2,10,6,7,0,Off-farm bare fence,Dairy
2021-2022,Ashford 1,Ashford_1,Control_farm,Control farm,Bare_fence,*,Open,NA,2,10,9,6,0,Off-farm bare fence,Dairy
2021-2022,Ashford 1,Ashford_1,Control_farm,Control farm,Bare_fence,*,Open,NA,2,10,10,10,0,Off-farm bare fence,Dairy
2021-2022,Ashford 1,Ashford_1,Control_farm,Control farm,Bare_fence,*,Open,NA,3,2,1,3,0,Off-farm bare fence,Dairy
2021-2022,Ashford 1,Ashford_1,Control_farm,Control farm,Bare_fence,*,Open,NA,3,2,2,4,0,Off-farm bare fence,Dairy
2021-2022,Ashford 1,Ashford_1,Native_2021,New native,Mixed_native,2021,Closed,NA,3,1,1,0,0,One-year old native,Dairy
2021-2022,Ashford 1,Ashford_1,Native_2021,New native,Mixed_native,2021,Closed,NA,1,1,1,0,0,One-year old native,Dairy
2021-2022,Ashford 1,Ashford_1,Native_2021,New native,Mixed_native,2021,Closed,NA,2,1,0,0,0,One-year old native,Dairy
2021-2022,Ashford 1,Ashford_1,Native_2021,New native,Mixed_native,2021,Hand pollinated,NA,1,3,1,19,0,One-year old native,Dairy
2021-2022,Ashford 1,Ashford_1,Native_2021,New native,Mixed_native,2021,Hand pollinated,NA,1,3,2,14,0,One-year old native,Dairy
2021-2022,Ashford 1,Ashford_1,Native_2021,New native,Mixed_native,2021,Hand pollinated,NA,1,3,3,9,0,One-year old native,Dairy
2021-2022,Ashford 1,Ashford_1,Native_2021,New native,Mixed_native,2021,Hand pollinated,NA,3,13,13,22,0,One-year old native,Dairy
2021-2022,Ashford 1,Ashford_1,Native_2021,New native,Mixed_native,2021,Hand pollinated,NA,3,13,9,20,1,One-year old native,Dairy
2021-2022,Ashford 1,Ashford_1,Native_2021,New native,Mixed_native,2021,Hand pollinated,NA,3,13,1,18,0,One-year old native,Dairy
2021-2022,Ashford 1,Ashford_1,Native_2021,New native,Mixed_native,2021,Hand pollinated,NA,3,13,2,19,0,One-year old native,Dairy
2021-2022,Ashford 1,Ashford_1,Native_2021,New native,Mixed_native,2021,Hand pollinated,NA,3,13,4,18,0,One-year old native,Dairy
2021-2022,Ashford 1,Ashford_1,Native_2021,New native,Mixed_native,2021,Hand pollinated,NA,3,13,7,18,1,One-year old native,Dairy
2021-2022,Ashford 1,Ashford_1,Native_2021,New native,Mixed_native,2021,Open,NA,2,10,1,11,4,One-year old native,Dairy
2021-2022,Ashford 1,Ashford_1,Native_2021,New native,Mixed_native,2021,Open,NA,2,10,2,12,0,One-year old native,Dairy
2021-2022,Ashford 1,Ashford_1,Native_2021,New native,Mixed_native,2021,Open,NA,2,10,5,9,0,One-year old native,Dairy
2021-2022,Ashford 1,Ashford_1,Native_2021,New native,Mixed_native,2021,Open,NA,2,10,6,13,3,One-year old native,Dairy
2021-2022,Ashford 1,Ashford_1,Native_2021,New native,Mixed_native,2021,Open,NA,2,10,7,10,2,One-year old native,Dairy
2021-2022,Ashford 1,Ashford_1,Native_2021,New native,Mixed_native,2021,Open,NA,2,10,8,8,1,One-year old native,Dairy
2021-2022,Ashford 1,Ashford_1,Native_2021,New native,Mixed_native,2021,Open,NA,2,10,9,8,0,One-year old native,Dairy
2021-2022,Ashford 1,Ashford_1,Native_2021,New native,Mixed_native,2021,Open,NA,2,10,10,7,0,One-year old native,Dairy
2021-2022,Dorie,Dorie,Native_2013,Old native,Mixed_native,2013,Closed,NA,1,1,1,0,0,Old native,Dairy
2021-2022,Dorie,Dorie,Native_2013,Old native,Mixed_native,2013,Closed,NA,2,3,1,0,0,Old native,Dairy
2021-2022,Dorie,Dorie,Native_2013,Old native,Mixed_native,2013,Closed,NA,2,3,2,0,0,Old native,Dairy
2021-2022,Dorie,Dorie,Native_2013,Old native,Mixed_native,2013,Closed,NA,2,3,3,0,0,Old native,Dairy
2021-2022,Dorie,Dorie,Native_2013,Old native,Mixed_native,2013,Closed,NA,3,6,1,0,3,Old native,Dairy
2021-2022,Dorie,Dorie,Native_2013,Old native,Mixed_native,2013,Closed,NA,3,6,2,0,7,Old native,Dairy
2021-2022,Dorie,Dorie,Native_2013,Old native,Mixed_native,2013,Closed,NA,3,6,3,0,1,Old native,Dairy
2021-2022,Dorie,Dorie,Native_2013,Old native,Mixed_native,2013,Closed,NA,3,6,4,0,11,Old native,Dairy
